Course number,Course title,Units,Type,Section,Session,Time,Days,Seats,Registered,Instructor,Term,Department,Year,Semester,AY
PPD-225,Solving Public Problems,4.0 units,Lecture,51101R,1.0,4:00-5:50pm,"Mon, Wed",42.0,35.0,Danyao Li,20241,PPD,2024,SP,AY24
PPD-240g,Citizenship and Public Ethics,4.0 units,Lecture,51110D,1.0,4:00-5:50pm,"Tue, Thu",42.0,42.0,William Resh,20241,PPD,2024,SP,AY24
PPD-245g,The Urban Context,4.0 units,Lecture,51106D,1.0,10:00-11:50am,"Tue, Thu",46.0,46.0,Dowell Myers,20241,PPD,2024,SP,AY24
,,,Lecture,51109D,1.0,4:00-5:50pm,"Mon, Wed",46.0,39.0,Genevieve Giuliano,20241,PPD,2024,SP,AY24
PPD-300,Social Justice Issues in Public Policy and Urban Planning,4.0 units,Lecture,51111D,1.0,2:00-3:50pm,"Tue, Thu",47.0,46.0,Lavonna Lewis,20241,PPD,2024,SP,AY24
PPD-301,PPD Practices: Internship Seminar,2.0 units,Lecture,51104D,1.0,6:30-8:20pm,Tuesday,32.0,31.0,Lauren Opgenorth,20241,PPD,2024,SP,AY24
PPD-303,"Statistics for Policy, Planning, and Development",4.0 units,Lecture,51105R,1.0,12:00-1:50pm,"Mon, Wed",32.0,32.0,Mark Phillips,20241,PPD,2024,SP,AY24
,,,Lecture,51107R,1.0,12:00-1:50pm,"Tue, Thu",32.0,32.0,Julie Zissimopoulos,20241,PPD,2024,SP,AY24
,,,Lecture,51108R,1.0,10:00-11:50am,"Mon, Wed",33.0,33.0,Mark Phillips,20241,PPD,2024,SP,AY24
PPD-314,Public Policy and Law,4.0 units,Lecture,51118R,1.0,6:00-9:20pm,Wednesday,40.0,31.0,Frank Zerunyan,20241,PPD,2024,SP,AY24
PPD-315,Analytic Foundations for Public Policy,4.0 units,Lecture,51100R,1.0,2:00-3:50pm,"Tue, Thu",27.0,27.0,Pamela Mccann,20241,PPD,2024,SP,AY24
PPD-320,Organizational Behavior in Public Administration,4.0 units,Lecture,51113R,1.0,2:00-3:50pm,"Mon, Wed",32.0,0.0,Howard Greenwald Frank Zerunyan,20241,PPD,2024,SP,AY24
PPD-325,Fundamentals of Health Policy and Management,4.0 units,Lecture,51120R,1.0,10:00-11:50am,"Mon, Wed",32.0,15.0,Darius Lakdawalla,20241,PPD,2024,SP,AY24
PPD-330,Introduction to Health Care Systems,4.0 units,Lecture,51102R,1.0,10:00-11:50am,"Tue, Thu",33.0,33.0,Lavonna Lewis,20241,PPD,2024,SP,AY24
PPD-357,Government and Business,4.0 units,Lecture,51127R,1.0,10:00-11:50am,"Tue, Thu",32.0,32.0,Michael Thom,20241,PPD,2024,SP,AY24
PPD-361,"Sustainable Communities, Policy and Planning",4.0 units,Lecture,51141R,1.0,9:00-12:20pm,Friday,32.0,23.0,Heather Repenning,20241,PPD,2024,SP,AY24
PPD-371,The Nonprofit Sector and the Public Interest,4.0 units,Lecture,51130R,1.0,2:00-3:50pm,"Tue, Thu",32.0,30.0,Cara Esposito,20241,PPD,2024,SP,AY24
PPD-373,Public Policy and Planning Analysis,4.0 units,Lecture,51122R,1.0,8:00-9:50am,"Tue, Thu",25.0,26.0,Jordy Coutin,20241,PPD,2024,SP,AY24
PPD-382,International Development,4.0 units,Lecture,51151R,1.0,4:00-5:50pm,"Tue, Thu",32.0,20.0,Peter Robertson,20241,PPD,2024,SP,AY24
PPD-400,Topics in Public Policy and Urban Studies,4.0 units,Lecture,51123R,1.0,12:00-1:50pm,"Tue, Thu",25.0,23.0,David Sloane,20241,PPD,2024,SP,AY24
PPD-402,Management of Public and Nonprofit Organizations,4.0 units,Lecture,51136R,1.0,6:00-9:20pm,Monday,25.0,21.0,Deborah Natoli,20241,PPD,2024,SP,AY24
PPD-407,Financial Management of Public and Nonprofit Organizations,4.0 units,Lecture,51124R,1.0,6:00-9:20pm,Tuesday,32.0,20.0,Baqhar Syed,20241,PPD,2024,SP,AY24
PPD-410,Comparative Urban Development,4.0 units,Lecture,51115R,1.0,6:00-9:20pm,Wednesday,25.0,12.0,Rym Kaki,20241,PPD,2024,SP,AY24
PPD-412,GeoDesign Practicum,4.0 units,Lecture-Lab,35667R,1.0,2:00-5:50pm,Monday,22.0,17.0,Guoping Huang,20241,PPD,2024,SP,AY24
PPD-414,Community Health Policy and Planning,4.0 units,Lecture,51128R,1.0,6:00-9:20pm,Tuesday,32.0,14.0,Mikaela Randolph,20241,PPD,2024,SP,AY24
PPD-415,Health Policy,4.0 units,Lecture,51125R,1.0,8:00-9:50am,"Mon, Wed",32.0,12.0,Rosalie Pacula,20241,PPD,2024,SP,AY24
PPD-422,Transportation and Technology and the Future of Mobility,4.0 units,Lecture,51139R,1.0,6:00-9:20pm,Monday,42.0,42.0,Selika Talbott,20241,PPD,2024,SP,AY24
PPD-427L,Geographic Information Systems and Planning Applications,4.0 units,Lecture-Lab,51145R,1.0,6:00-9:20pm,Monday,34.0,34.0,Pedro Spindler-Ruiz,20241,PPD,2024,SP,AY24
PPD-431,"Undergraduate Policy, Planning, and Development Studio",4.0 units,Lecture,51132R,1.0,4:00-5:50pm,"Mon, Wed",22.0,21.0,Howard Greenwald,20241,PPD,2024,SP,AY24
,,,Lecture,51133R,1.0,4:00-5:50pm,"Tue, Thu",23.0,22.0,Todd Gish,20241,PPD,2024,SP,AY24
,,,Lecture,51134R,1.0,8:00-9:50am,"Mon, Wed",22.0,22.0,Donald Spivack,20241,PPD,2024,SP,AY24
,,,Lecture,51135R,1.0,12:00-1:50pm,"Mon, Wed",23.0,23.0,Beth Zollars,20241,PPD,2024,SP,AY24
,,,Lecture,51350D,544.0,TBA,,12.0,12.0,Michael Thom,20241,PPD,2024,SP,AY24
PPD-478,Social Innovation,4.0 units,Lecture,51137R,1.0,12:00-1:50pm,"Mon, Wed",32.0,32.0,Nicolas Duquette,20241,PPD,2024,SP,AY24
PPD-490x,Directed Research,"1.0-8.0 units, max 12",Lecture,51140D,1.0,TBA,,10.0,1.0,Samantha Malisos,20241,PPD,2024,SP,AY24
PPD-497b,Senior Thesis,2.0 units,Lecture,51138D,1.0,TBA,,10.0,2.0,Samantha Malisos,20241,PPD,2024,SP,AY24
PPD-499,Special Topics,"1.0-8.0 units, max 8",,,,,,,,,20241,PPD,2024,SP,AY24
,The Art and Science of Leadership,4.0,Lecture,51156R,1.0,6:00-9:20pm,Wednesday,20.0,15.0,Deborah Natoli,20241,PPD,2024,SP,AY24
,Collaborative Environmental Management and Conflict Resolution,4.0,Lecture,51198R,1.0,10:00-11:50am,"Mon, Wed",32.0,0.0,William Leach,20241,PPD,2024,SP,AY24
,Mapping Urban Data for Social Change,4.0,Lecture,51199R,1.0,12:00-1:50pm,"Mon, Wed",20.0,15.0,Annette Kim,20241,PPD,2024,SP,AY24
PPD-501a,"Economics for Policy, Planning and Development",2.0 units,Lecture,51351D,785.0,6:00-7:50pm,Thursday,35.0,18.0,Ke Ye,20241,PPD,2024,SP,AY24
PPD-503,Economics for Public Policy,4.0 units,Lecture,51220R,1.0,6:00-9:20pm,Wednesday,65.0,26.0,T.J. Mccarthy,20241,PPD,2024,SP,AY24
,,,Lecture,51460D,593.0,TBA,,50.0,40.0,Joshua Russell-Fritch,20241,PPD,2024,SP,AY24
PPD-504,Essential Statistics for Public Management,2.0 units,Lecture,51234R,1.0,2:00-3:50pm,Wednesday,20.0,19.0,William Leach,20241,PPD,2024,SP,AY24
,,,Lecture,51236R,1.0,6:00-7:50pm,Thursday,20.0,18.0,Michael Lin,20241,PPD,2024,SP,AY24
,,,Lecture,51403D,530.0,6:00-7:30pm,Tuesday,28.0,0.0,,20241,PPD,2024,SP,AY24
,,,Lecture,51462D,593.0,-,,20.0,0.0,John Calanni,20241,PPD,2024,SP,AY24
,,,Lecture,51463D,593.0,TBA,,40.0,32.0,Gentian Droboniku,20241,PPD,2024,SP,AY24
PPD-505,Modeling for Health Policy and Medical Decision Making,4.0 units,Lecture,31541D,48.0,12:00-1:50pm,"Mon, Wed",25.0,10.0,Sze-Chuan Suen,20241,PPD,2024,SP,AY24
PPD-510a,Financial Management of Health Services,4.0 units,Lecture,51200D,1.0,6:00-9:20pm,Tuesday,22.0,21.0,Norris Gunby,20241,PPD,2024,SP,AY24
,,,Lecture,51278D,1.0,6:00-9:20pm,Thursday,20.0,17.0,Samuel King,20241,PPD,2024,SP,AY24
,,,Lecture,51281D,1.0,6:00-9:20pm,Thursday,25.0,12.0,Norris Gunby,20241,PPD,2024,SP,AY24
PPD-510b,Financial Management of Health Services,2.0 units,Lecture,51305R,790.0,-,,20.0,0.0,Denny Hooten,20241,PPD,2024,SP,AY24
PPD-511,Health Information Systems,2.0 units,Lecture,51780D,820.0,TBA,,12.0,8.0,Sean Johnson,20241,PPD,2024,SP,AY24
PPD-512,Health Administration Residency Seminar,2.0 units,Lecture,51277D,1.0,6:00-7:50pm,Wednesday,51.0,50.0,Michael Low,20241,PPD,2024,SP,AY24
PPD-514,Economic Concepts Applied to Health,4.0 units,Lecture,51275D,1.0,2:00-5:20pm,Wednesday,28.0,22.0,Rosalie Pacula,20241,PPD,2024,SP,AY24
,,,Lecture,51313D,791.0,TBA,,28.0,28.0,Alice Chen,20241,PPD,2024,SP,AY24
PPD-515,Strategic Management of Health Organizations,4.0 units,Lecture,51204D,1.0,6:00-9:20pm,Tuesday,30.0,30.0,Philip Dalton,20241,PPD,2024,SP,AY24
,,,Lecture,51266D,1.0,6:00-9:20pm,Wednesday,28.0,27.0,Philip Dalton,20241,PPD,2024,SP,AY24
PPD-518,Quality of Care Concepts,2.0 units,Lecture,51781D,820.0,TBA,,20.0,18.0,Sean Johnson,20241,PPD,2024,SP,AY24
PPD-523,Urban and International Development,4.0 units,Lecture,51212R,1.0,2:00-5:20pm,Thursday,60.0,51.0,Marlon Boarnet,20241,PPD,2024,SP,AY24
PPD-528,Physical Planning: Urban and Community Design,2.0 units,Lecture,51221R,1.0,4:00-5:50pm,Tuesday,24.0,23.0,Elizabeth Falletta,20241,PPD,2024,SP,AY24
,,,Lecture,51222R,1.0,2:00-3:50pm,Tuesday,24.0,20.0,Elizabeth Falletta,20241,PPD,2024,SP,AY24
PPD-529,Planning Law and Legal Frameworks of Planning,2.0 units,Lecture,51286R,1.0,6:00-7:50pm,Thursday,60.0,47.0,Nicole Kuklok-Waldman,20241,PPD,2024,SP,AY24
,,,Lecture,51294D,919.0,6:00-7:50pm,Thursday,1.0,1.0,Nicole Kuklok-Waldman,20241,PPD,2024,SP,AY24
PPD-540,Fundamentals of Public Administration,4.0 units,Lecture,51464D,593.0,TBA,,25.0,12.0,Tara Blanc,20241,PPD,2024,SP,AY24
PPD-541,Public Financial Management and Budgeting,4.0 units,Lecture,51243R,1.0,6:00-9:20pm,Wednesday,29.0,28.0,Mark Alvarado,20241,PPD,2024,SP,AY24
,,,Lecture,51297R,1.0,6:00-9:20pm,Monday,29.0,27.0,Kevin Kearney,20241,PPD,2024,SP,AY24
,,,Lecture,51465D,593.0,TBA,,30.0,22.0,John Calanni,20241,PPD,2024,SP,AY24
PPD-542,Policy and Program Evaluation,4.0 units,Lecture,51352D,785.0,6:00-9:20pm,Monday,33.0,31.0,Howard Greenwald,20241,PPD,2024,SP,AY24
PPD-543,Internship Seminar,1.0 unit,Lecture,51216R,1.0,6:00-7:50pm,Wednesday,18.0,13.0,Valerie Savior,20241,PPD,2024,SP,AY24
,,,Lecture,51223R,1.0,2:00-3:50pm,Monday,18.0,18.0,Thomas Eng,20241,PPD,2024,SP,AY24
,,,Lecture,51467D,593.0,TBA,,20.0,8.0,Dominic Alletto,20241,PPD,2024,SP,AY24
PPD-545,Public and Nonprofit Organizational Behavior,4.0 units,Lecture,51402D,530.0,TBA,,28.0,6.0,Kelly Rawlings,20241,PPD,2024,SP,AY24
,,,Lecture,51468D,593.0,TBA,,20.0,12.0,Kelly Rawlings,20241,PPD,2024,SP,AY24
,,,Lecture,51470D,593.0,TBA,,20.0,12.0,Kelly Rawlings,20241,PPD,2024,SP,AY24
PPD-546,Capstone in Public Administration,4.0 units,Lecture,51242D,1.0,6:00-9:20pm,Tuesday,23.0,21.0,Nicole Esparza,20241,PPD,2024,SP,AY24
,,,Lecture,51248D,1.0,6:00-9:20pm,Monday,23.0,23.0,Peter Robertson,20241,PPD,2024,SP,AY24
,,,Lecture,51265D,1.0,2:00-5:20pm,Wednesday,23.0,22.0,Donald Morgan,20241,PPD,2024,SP,AY24
,,,Lecture,51269D,1.0,6:00-9:20pm,Thursday,23.0,23.0,William Resh,20241,PPD,2024,SP,AY24
,,,Lecture,51401D,530.0,TBA,,28.0,11.0,Lois Takahashi,20241,PPD,2024,SP,AY24
,,,Lecture,51469D,593.0,TBA,,20.0,13.0,Dora Kingsley Vertenten,20241,PPD,2024,SP,AY24
PPD-555,Public Policy Formulation and Implementation,4.0 units,Lecture,51285D,1.0,6:00-9:20pm,Tuesday,26.0,22.0,Jennifer King,20241,PPD,2024,SP,AY24
,,,Lecture,51287D,1.0,2:00-5:20pm,Thursday,24.0,23.0,Ryan Alcantara,20241,PPD,2024,SP,AY24
,,,Lecture,51354D,785.0,5:00-6:00pm,Wednesday,20.0,12.0,Lois Takahashi,20241,PPD,2024,SP,AY24
,,,Lecture,51472D,593.0,TBA,,25.0,15.0,Matthew Wheeler,20241,PPD,2024,SP,AY24
PPD-558,Multivariate Statistical Analysis,4.0 units,Lecture,51283D,1.0,2:00-5:20pm,Thursday,34.0,30.0,T.J. Mccarthy,20241,PPD,2024,SP,AY24
PPD-560,Methods for Policy Analysis,4.0 units,Lecture,51224D,1.0,6:00-9:20pm,Wednesday,42.0,42.0,Mark Phillips,20241,PPD,2024,SP,AY24
PPD-561b,Policy Analysis Practicum,3.0 units,Lecture,51225D,1.0,10:00-12:20pm,Tuesday,44.0,44.0,Grace Bahng Alexandra Graddy-Reed,20241,PPD,2024,SP,AY24
PPD-569,Applied International Policy Analysis and Management Project,4.0 units,Lecture,51355D,785.0,9:00-12:20pm,Monday,14.0,14.0,Rym Kaki,20241,PPD,2024,SP,AY24
PPD-582,Transportation System Security and Emergency Management,4.0 units,Lecture,29818D,48.0,6:00-9:20pm,Wednesday,20.0,0.0,,20241,PPD,2024,SP,AY24
PPD-590,Directed Research,1.0-12.0 units,Lecture,51299D,1.0,TBA,,20.0,4.0,Samantha Malisos,20241,PPD,2024,SP,AY24
PPD-596,Internship for Curricular Practical Training,"1.0-3.0 units, max 3",Lecture,51291D,1.0,TBA,,20.0,3.0,Valerie Savior,20241,PPD,2024,SP,AY24
PPD-599,Special Topics,"2.0-8.0 units, max 8",,,,,,,,,20241,PPD,2024,SP,AY24
,Price International Lab,4.0,Lecture,51311D,550.0,TBA,,26.0,24.0,Frank Zerunyan,20241,PPD,2024,SP,AY24
PPD-600,Management of Managed Care Organizations,2.0 units,Lecture,51310D,790.0,TBA,,30.0,23.0,Denny Hooten,20241,PPD,2024,SP,AY24
PPD-604,Seminar in Hospital Administration,4.0 units,Lecture,51307D,790.0,TBA,,25.0,22.0,Victor Pena,20241,PPD,2024,SP,AY24
PPD-620,General Plans,4.0 units,Lecture,51241R,1.0,6:00-9:20pm,Tuesday,20.0,0.0,Woodie Tescher,20241,PPD,2024,SP,AY24
PPD-625,Planning and Economic Development Finance,4.0 units,Lecture,51237R,1.0,6:00-9:20pm,Wednesday,32.0,18.0,Ben Feingold,20241,PPD,2024,SP,AY24
PPD-627,Design Skills for Urban Planners,4.0 units,Lecture,51262R,1.0,6:00-9:20pm,Monday,35.0,22.0,Kevin Wronske,20241,PPD,2024,SP,AY24
PPD-629,Capstone in Urban Planning,4.0 units,Lecture,51238D,1.0,2:00-5:20pm,Thursday,25.0,20.0,Deepak Bahl,20241,PPD,2024,SP,AY24
,,,Lecture,51239D,1.0,6:00-9:20pm,Thursday,22.0,16.0,Lia Soorenian,20241,PPD,2024,SP,AY24
,,,Lecture,51249D,1.0,6:00-9:20pm,Tuesday,22.0,21.0,Ryan Kucinski,20241,PPD,2024,SP,AY24
PPD-631,"Geographic Information Systems for Policy, Planning, and Development",2.0 units,Lecture,51308D,790.0,TBA,,24.0,12.0,Barry Waite Bonnie Shrewsbury,20241,PPD,2024,SP,AY24
PPD-633,Methods and Modeling Tools for Transportation Planning,4.0 units,Lecture,51274R,1.0,6:00-9:20pm,Wednesday,32.0,13.0,Emily Finkel,20241,PPD,2024,SP,AY24
PPD-639,Introduction to Community and Economic Development,4.0 units,Lecture,51235R,1.0,8:30-11:50am,Wednesday,28.0,0.0,,20241,PPD,2024,SP,AY24
PPD-647,Finance of the Public Sector,4.0 units,Lecture,51288R,1.0,2:00-5:20pm,Tuesday,26.0,18.0,Michael Thom,20241,PPD,2024,SP,AY24
PPD-651,Seminar in the Administration of Local Government,4.0 units,Lecture,51231R,1.0,6:00-9:20pm,Wednesday,32.0,9.0,Carl Alameda,20241,PPD,2024,SP,AY24
,,,Lecture,51473D,593.0,TBA,,25.0,21.0,Matthew Wheeler,20241,PPD,2024,SP,AY24
PPD-663,Intergovernmental Management: Federal Perspective,4.0 units,Lecture,51300D,501.0,12:00-1:50pm,Thursday,15.0,14.0,Pamela Mccann,20241,PPD,2024,SP,AY24
PPD-672,Collaborative Governance,4.0 units,Lecture,51245R,1.0,6:00-9:20pm,Thursday,28.0,24.0,Frank Zerunyan,20241,PPD,2024,SP,AY24
,,,Lecture,51400D,530.0,TBA,,28.0,6.0,Logan O'Shaughnessy,20241,PPD,2024,SP,AY24
PPD-673,Strategic Planning in the Public Sector,4.0 units,Lecture,51309D,790.0,TBA,,28.0,16.0,Norris Gunby,20241,PPD,2024,SP,AY24
PPD-675,Nonprofit Management and Leadership,4.0 units,Lecture,51271R,1.0,6:00-9:20pm,Monday,26.0,12.0,Nicole Esparza,20241,PPD,2024,SP,AY24
PPD-677,International Development Administration,4.0 units,Lecture,51244R,1.0,6:00-9:20pm,Monday,32.0,11.0,Rym Kaki,20241,PPD,2024,SP,AY24
PPD-696,Health Care Venture Development,2.0 units,Lecture,51304R,790.0,-,,20.0,0.0,Susan Sinclair,20241,PPD,2024,SP,AY24
PPD-697,Cultural Proficiency in Health Management and Policy,2.0 units,Lecture,51282R,1.0,6:00-7:50pm,Tuesday,20.0,0.0,Lavonna Lewis,20241,PPD,2024,SP,AY24
PPD-700,Teaching Seminar,2.0 units,Lecture,51292D,1.0,12:00-1:50pm,Wednesday,5.0,5.0,Deborah Natoli,20241,PPD,2024,SP,AY24
PPD-706,Research Design,4.0 units,Lecture,51293D,1.0,2:00-5:20pm,Thursday,8.0,6.0,Jeffery Jenkins,20241,PPD,2024,SP,AY24
PPD-710b,Research Seminar,2.0 units,Lecture,51284D,1.0,5:30-7:20pm,Wednesday,5.0,5.0,Dowell Myers,20241,PPD,2024,SP,AY24
PPD-790,Research,"1.0-12.0 units, max 18",Lecture,51252D,1.0,TBA,,25.0,10.0,Samantha Malisos,20241,PPD,2024,SP,AY24
PPD-794a,Doctoral Dissertation,2.0 units,Lecture,51254D,1.0,TBA,,15.0,1.0,John Romley,20241,PPD,2024,SP,AY24
PPD-794b,Doctoral Dissertation,2.0 units,Lecture,51255D,1.0,TBA,,15.0,8.0,John Romley,20241,PPD,2024,SP,AY24
PPD-794c,Doctoral Dissertation,2.0 units,Lecture,51256D,1.0,TBA,,15.0,2.0,John Romley,20241,PPD,2024,SP,AY24
PPD-794d,Doctoral Dissertation,2.0 units,Lecture,51257D,1.0,TBA,,15.0,11.0,John Romley,20241,PPD,2024,SP,AY24
PPD-794z,Doctoral Dissertation,0.0 units,Lecture,51258D,1.0,TBA,,18.0,18.0,John Romley,20241,PPD,2024,SP,AY24
PPDE-505,Professional Workshop in Public Administration,2.0 units,Lecture,50907D,1.0,6:00-7:50pm,Thursday,20.0,13.0,Laura Wittcoff,20241,PPDE,2024,SP,AY24
,,,Lecture,50914D,61.0,6:00-7:50pm,Tuesday,20.0,20.0,Tara Blanc,20241,PPDE,2024,SP,AY24
,,,Lecture,50991D,530.0,TBA,,28.0,13.0,Tara Blanc,20241,PPDE,2024,SP,AY24
,,,Lecture,51051D,790.0,TBA,,20.0,18.0,Tara Blanc,20241,PPDE,2024,SP,AY24
PPDE-506,Professional Residency in Public Administration,1.0 unit,Lecture,51072D,596.0,TBA,,25.0,12.0,Dora Kingsley Vertenten,20241,PPDE,2024,SP,AY24
PPDE-580,Social Innovation,4.0 units,Lecture,50900R,1.0,6:00-9:20pm,Tuesday,32.0,5.0,Christine Beckman,20241,PPDE,2024,SP,AY24
PPDE-610,Population Health Management,2.0 units,Lecture,51053R,791.0,-,,20.0,0.0,Ellen Rudy,20241,PPDE,2024,SP,AY24
PPDE-613,Analytics and Operations for Healthcare Management,2.0 units,Lecture,50918D,1.0,6:00-7:50pm,Monday,60.0,48.0,Julia Orozco Jason Doctor,20241,PPDE,2024,SP,AY24
PPDE-628,Introduction to Lean Health Care,2.0 units,Lecture,51052R,790.0,-,,20.0,0.0,Trent Lim,20241,PPDE,2024,SP,AY24
PPDE-634,"Methodology, Methods and Tools for Urban Sustainability",2.0-4.0 units,Lecture,50901R,1.0,6:00-9:20pm,Monday,35.0,16.0,Craig Reiter,20241,PPDE,2024,SP,AY24
PPDE-635,Housing and Land Use in Rapidly Urbanizing Regions,4.0 units,Lecture,50903R,1.0,8:30-11:50am,Wednesday,12.0,12.0,Annette Kim,20241,PPDE,2024,SP,AY24
PPDE-637,Urban Mass Transit,4.0 units,Lecture,50924D,60.0,2:00-5:20pm,Wednesday,32.0,11.0,Lisa Schweitzer,20241,PPDE,2024,SP,AY24
PPDE-641,Art and the City,4.0 units,Lecture,50916R,1.0,8:30-11:50am,Monday,30.0,0.0,,20241,PPDE,2024,SP,AY24
PPDE-642,Advanced Urban Analytics,4.0 units,Lecture,50922R,1.0,2:00-5:20pm,Wednesday,12.0,9.0,Geoff Boeing,20241,PPDE,2024,SP,AY24
PPDE-643,Planning for Resilience,4.0 units,Lecture,50921R,1.0,2:00-5:20pm,Tuesday,32.0,16.0,Santina Contreras,20241,PPDE,2024,SP,AY24
PPDE-644,Land Use and Transportation Planning,4.0 units,Lecture,50904R,1.0,2:00-5:20pm,Monday,30.0,9.0,Hasan Ikhrata,20241,PPDE,2024,SP,AY24
PPDE-646,Grant Writing Practicum,2.0 units,Lecture,50902R,1.0,10:00-11:50am,Wednesday,26.0,17.0,Rachel Reed,20241,PPDE,2024,SP,AY24
PPDE-647,Civic Engagement in Governance,4.0 units,Lecture,50915D,790.0,TBA,,32.0,15.0,Mindy Romero,20241,PPDE,2024,SP,AY24
PPDE-661,Methods for Equity Analysis,4.0 units,Lecture,50906D,1.0,2:00-5:20pm,Tuesday,32.0,13.0,Jorge Garcia,20241,PPDE,2024,SP,AY24
PPDE-664,Seminar in Social Justice and Public Policy,4.0 units,Lecture,50905R,1.0,6:00-9:20pm,Tuesday,32.0,27.0,Alisa Orduna,20241,PPDE,2024,SP,AY24
PPDE-668,Applied Econometrics for Program Evaluation,4.0 units,Lecture,50910D,1.0,2:00-5:20pm,Wednesday,32.0,23.0,T.J. Mccarthy,20241,PPDE,2024,SP,AY24
PPDE-672,An Exploration of the Intelligence Community - from Policy to Cyber Espionage,4.0 units,Lecture,50923R,1.0,6:00-9:20pm,Monday,32.0,24.0,Michael Orosz,20241,PPDE,2024,SP,AY24
PPDE-673,Foundations of Environmental Policy,4.0 units,Lecture,50911D,1.0,2:00-5:20pm,Monday,32.0,22.0,Antonio Bento,20241,PPDE,2024,SP,AY24
PPDE-680,Board Governance and Leadership,2.0 units,Lecture,50912R,1.0,6:00-7:50pm,Wednesday,26.0,18.0,Claire Peeps,20241,PPDE,2024,SP,AY24
PPDE-681,Fund Development for Nonprofit Organizations,4.0 units,Lecture,50913R,1.0,6:00-9:20pm,Monday,26.0,17.0,Lorri Grubaugh,20241,PPDE,2024,SP,AY24
PLUS-652,"Place, Institutions, and Governance",4.0 units,Lecture,51557D,1.0,TBA,,18.0,7.0,William Leach,20241,PLUS,2024,SP,AY24
PLUS-660,Economics of a Productive Development - A Public/Private Perspective,3.0 units,Lecture,51531D,919.0,TBA,,4.0,2.0,Moussa Diop,20241,PLUS,2024,SP,AY24
PLUS-661,Politics and Process of Urban Development,2.0 units,Lecture,51533D,919.0,TBA,,4.0,2.0,Ben Feingold,20241,PLUS,2024,SP,AY24
PLUS-664,Urban Political Economy and Urban Development,2.0 units,Lecture,51534D,919.0,TBA,,4.0,0.0,,20241,PLUS,2024,SP,AY24
PLUS-665,Economics for a Productive City,3.0 units,Lecture,51536D,919.0,TBA,,4.0,1.0,Allen Prohofsky Elizabeth Falletta,20241,PLUS,2024,SP,AY24
PLUS-667,Effective Engagement with Stakeholders,3.0 units,Lecture,51537D,919.0,TBA,,4.0,1.0,Elizabeth Falletta,20241,PLUS,2024,SP,AY24
PLUS-668,Big Data for Planning and Development,2.0 units,Lecture,51538D,919.0,TBA,,4.0,1.0,Kevin Kane,20241,PLUS,2024,SP,AY24
PLUS-694a,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51550D,1.0,TBA,,18.0,0.0,Michael Thom,20241,PLUS,2024,SP,AY24
PLUS-694b,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51551D,60.0,TBA,,18.0,5.0,Michael Thom,20241,PLUS,2024,SP,AY24
PLUS-694c,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51552D,1.0,TBA,,18.0,2.0,Michael Thom,20241,PLUS,2024,SP,AY24
PLUS-694d,"Planning, Design and Development Professional Dissertation",2.0 units,Lecture,51553D,1.0,TBA,,18.0,3.0,Michael Thom,20241,PLUS,2024,SP,AY24
PLUS-694z,"Planning, Design and Development Professional Dissertation",0.0 units,Lecture,51554D,1.0,TBA,,18.0,8.0,Michael Thom,20241,PLUS,2024,SP,AY24
RED-200,Introduction to Real Estate,4.0 units,Lecture,51650R,1.0,9:00-12:20pm,Friday,25.0,20.0,Mark Zikakis,20241,RED,2024,SP,AY24
,,,Lecture,51651R,1.0,10:00-11:50am,"Mon, Wed",75.0,73.0,John Loper,20241,RED,2024,SP,AY24
RED-201,Real Estate Career Seminar,2.0 units,Lecture,51652D,1.0,4:00-5:50pm,Wednesday,30.0,30.0,Sonia Savoulian,20241,RED,2024,SP,AY24
,,,Lecture,51653D,1.0,6:00-7:50pm,Wednesday,30.0,27.0,Garland Fuller,20241,RED,2024,SP,AY24
RED-301,Real Estate Internship Seminar,1.0 unit,Lecture,51654D,60.0,TBA,,35.0,35.0,Deanna Thomas,20241,RED,2024,SP,AY24
RED-325,Introduction to Finance in Cities,4.0 units,Lecture,51655R,1.0,2:00-3:50pm,"Mon, Wed",60.0,55.0,John Loper,20241,RED,2024,SP,AY24
RED-351,Land Use Regulation,4.0 units,Lecture,51656R,1.0,6:00-9:20pm,Wednesday,25.0,0.0,,20241,RED,2024,SP,AY24
RED-362,Real Estate Development Fundamentals,4.0 units,Lecture,51657R,1.0,8:00-9:50am,"Tue, Thu",42.0,42.0,Jorge De la Roca,20241,RED,2024,SP,AY24
,,,Lecture,51672R,1.0,12:00-1:50pm,"Tue, Thu",50.0,50.0,Jorge De la Roca,20241,RED,2024,SP,AY24
RED-375,Real Estate Development Analysis,4.0 units,Lecture,51659R,1.0,9:00-12:20pm,Friday,28.0,28.0,John Loper,20241,RED,2024,SP,AY24
,,,Lecture,51660R,1.0,10:00-11:50am,"Mon, Wed",27.0,26.0,Moussa Diop,20241,RED,2024,SP,AY24
RED-398,Shaping Cities Through Real Estate,"2.0-4.0 units, max 8",,,,,,,,,20241,RED,2024,SP,AY24
,Residential Properties,4.0,Lecture,51661R,1.0,6:00-9:20pm,Monday,30.0,30.0,Aleks Baharlo,20241,RED,2024,SP,AY24
